OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,BLKGRPCE20,GEOID20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20
568,36,119,012600,1,361190126001,Block Group 1,G5030,S,15218437,3570278,+41.2482206,-073.6407729
569,36,119,012600,2,361190126002,Block Group 2,G5030,S,6146610,90157,+41.2647217,-073.6697455
570,36,119,012600,3,361190126003,Block Group 3,G5030,S,1880768,252505,+41.2617646,-073.6907964
571,36,119,012600,4,361190126004,Block Group 4,G5030,S,1043185,0,+41.2505515,-073.6893298
572,36,119,012600,5,361190126005,Block Group 5,G5030,S,2945253,137715,+41.2530901,-073.6706976
573,36,119,012700,1,361190127001,Block Group 1,G5030,S,10638469,200748,+41.2138456,-073.6237848
574,36,119,012700,2,361190127002,Block Group 2,G5030,S,7858657,64998,+41.1896515,-073.6385094
575,36,119,012700,3,361190127003,Block Group 3,G5030,S,7195436,93296,+41.2008156,-073.6565403
576,36,119,012700,4,361190127004,Block Group 4,G5030,S,16982654,501954,+41.1874435,-073.7014333
577,36,119,012803,1,361190128031,Block Group 1,G5030,S,8117758,445611,+41.2342491,-073.7252111
578,36,119,012803,2,361190128032,Block Group 2,G5030,S,3100026,228898,+41.2572179,-073.7068334
579,36,119,012803,3,361190128033,Block Group 3,G5030,S,532182,0,+41.2435984,-073.6946189
580,36,119,012804,1,361190128041,Block Group 1,G5030,S,12178306,88584,+41.2255047,-073.6922316
581,36,119,012804,2,361190128042,Block Group 2,G5030,S,1104348,0,+41.2304322,-073.7088658
582,36,119,012804,3,361190128043,Block Group 3,G5030,S,1478747,0,+41.2399841,-073.6858755
583,36,119,012900,1,361190129001,Block Group 1,G5030,S,493555,8215,+41.2051943,-073.7306847
584,36,119,012900,2,361190129002,Block Group 2,G5030,S,566126,0,+41.2143930,-073.7246523
585,36,119,012900,3,361190129003,Block Group 3,G5030,S,382724,0,+41.2021930,-073.7276145
586,36,119,013000,1,361190130001,Block Group 1,G5030,S,544967,0,+41.2171160,-073.7190728
587,36,119,013000,2,361190130002,Block Group 2,G5030,S,2282078,9739,+41.1960319,-073.7182381
588,36,119,013000,3,361190130003,Block Group 3,G5030,S,1397965,53687,+41.2115404,-073.7341520
589,36,119,013000,4,361190130004,Block Group 4,G5030,S,364896,0,+41.1954527,-073.7282642
590,36,119,013000,5,361190130005,Block Group 5,G5030,S,1845000,7276,+41.1917892,-073.7371259
591,36,119,013102,1,361190131021,Block Group 1,G5030,S,10824142,159291,+41.1620024,-073.7266564
592,36,119,013102,2,361190131022,Block Group 2,G5030,S,1417377,0,+41.1604898,-073.7681173
593,36,119,013102,3,361190131023,Block Group 3,G5030,S,3588841,62285,+41.1576687,-073.7556382
594,36,119,013102,4,361190131024,Block Group 4,G5030,S,4436941,2177,+41.1721793,-073.7455434
595,36,119,013103,1,361190131031,Block Group 1,G5030,S,8840234,41616,+41.1865856,-073.7872072
596,36,119,013103,2,361190131032,Block Group 2,G5030,S,13106209,208036,+41.1934234,-073.8216111
597,36,119,013104,1,361190131041,Block Group 1,G5030,S,4497947,403748,+41.2270185,-073.7540774
598,36,119,013104,2,361190131042,Block Group 2,G5030,S,2430452,7103,+41.1857972,-073.7672833
599,36,119,013104,3,361190131043,Block Group 3,G5030,S,7303000,18876,+41.1992596,-073.7611071
600,36,119,013104,4,361190131044,Block Group 4,G5030,S,3378549,11115,+41.1697047,-073.7832984
601,36,119,013201,1,361190132011,Block Group 1,G5030,S,3402030,8626,+41.1394720,-073.8357041
602,36,119,013201,2,361190132012,Block Group 2,G5030,S,7269151,2159091,+41.1328522,-073.8498630
603,36,119,013202,1,361190132021,Block Group 1,G5030,S,1527326,0,+41.1537817,-073.8275528
604,36,119,013202,2,361190132022,Block Group 2,G5030,S,1930446,0,+41.1563054,-073.8451016
605,36,119,013301,1,361190133011,Block Group 1,G5030,S,354526,0,+41.1637994,-073.8646720
606,36,119,013301,2,361190133012,Block Group 2,G5030,S,431072,1769014,+41.1583129,-073.8703996
607,36,119,013304,1,361190133041,Block Group 1,G5030,S,259657,0,+41.1473125,-073.8674935
608,36,119,013304,2,361190133042,Block Group 2,G5030,S,340157,0,+41.1539348,-073.8621376
609,36,119,013304,3,361190133043,Block Group 3,G5030,S,615271,2713320,+41.1443813,-073.8685795
610,36,119,013401,1,361190134011,Block Group 1,G5030,S,119828,0,+41.1542791,-073.8584994
611,36,119,013401,2,361190134012,Block Group 2,G5030,S,170771,0,+41.1480526,-073.8588132
612,36,119,013401,3,361190134013,Block Group 3,G5030,S,332598,0,+41.1586263,-073.8574999
613,36,119,013402,1,361190134021,Block Group 1,G5030,S,491763,11769,+41.1652498,-073.8415178
614,36,119,013402,2,361190134022,Block Group 2,G5030,S,360440,0,+41.1638523,-073.8502573
615,36,119,013402,3,361190134023,Block Group 3,G5030,S,333087,0,+41.1639520,-073.8560506
616,36,119,013500,1,361190135001,Block Group 1,G5030,S,1053825,0,+41.1737363,-073.8407586
617,36,119,013500,2,361190135002,Block Group 2,G5030,S,309649,0,+41.1696850,-073.8458592
618,36,119,013500,3,361190135003,Block Group 3,G5030,S,296193,0,+41.1695161,-073.8520733
619,36,119,013600,1,361190136001,Block Group 1,G5030,S,355612,0,+41.1686698,-073.8572634
620,36,119,013600,2,361190136002,Block Group 2,G5030,S,521867,0,+41.1714423,-073.8630510
621,36,119,013600,3,361190136003,Block Group 3,G5030,S,1591976,4017035,+41.1667993,-073.8710932
622,36,119,013700,1,361190137001,Block Group 1,G5030,S,2656588,75311,+41.1907053,-073.8624371
623,36,119,013700,2,361190137002,Block Group 2,G5030,S,2672758,9968,+41.1682876,-073.8259737
624,36,119,013700,3,361190137003,Block Group 3,G5030,S,2327098,7523,+41.1778564,-073.8502033
625,36,119,013800,1,361190138001,Block Group 1,G5030,S,551523,0,+41.2056803,-073.8799617
626,36,119,013800,2,361190138002,Block Group 2,G5030,S,1707846,2081826,+41.1907637,-073.8810453
627,36,119,013800,3,361190138003,Block Group 3,G5030,S,487158,6275,+41.1995197,-073.8811806
628,36,119,013900,1,361190139001,Block Group 1,G5030,S,880126,0,+41.2169020,-073.8751865
629,36,119,013900,2,361190139002,Block Group 2,G5030,S,541918,0,+41.2042754,-073.8861405
630,36,119,013900,3,361190139003,Block Group 3,G5030,S,369946,0,+41.2100035,-073.8937206
631,36,119,013900,4,361190139004,Block Group 4,G5030,S,7617179,13608167,+41.2096524,-073.9011520
632,36,119,014000,1,361190140001,Block Group 1,G5030,S,2897858,865561,+41.2665911,-073.9496835
633,36,119,014000,2,361190140002,Block Group 2,G5030,S,768207,0,+41.2583402,-073.9365738
634,36,119,014100,1,361190141001,Block Group 1,G5030,S,982585,20273,+41.2782997,-073.9218921
635,36,119,014100,2,361190141002,Block Group 2,G5030,S,452967,0,+41.2738306,-073.9306111
636,36,119,014100,3,361190141003,Block Group 3,G5030,S,1418564,2582476,+41.2785540,-073.9383443
637,36,119,014100,4,361190141004,Block Group 4,G5030,S,180181,0,+41.2869230,-073.9272248
638,36,119,014100,5,361190141005,Block Group 5,G5030,S,202700,0,+41.2872277,-073.9232217
639,36,119,014200,1,361190142001,Block Group 1,G5030,S,163902,0,+41.2951680,-073.9214306
640,36,119,014200,2,361190142002,Block Group 2,G5030,S,1335951,516098,+41.2925303,-073.9319670
641,36,119,014200,3,361190142003,Block Group 3,G5030,S,564231,0,+41.3031984,-073.9182578
642,36,119,014300,1,361190143001,Block Group 1,G5030,S,215851,0,+41.2921836,-073.9201081
643,36,119,014300,2,361190143002,Block Group 2,G5030,S,376206,0,+41.2919415,-073.9096274
644,36,119,014300,3,361190143003,Block Group 3,G5030,S,130709,0,+41.2899814,-073.9188271
645,36,119,014400,1,361190144001,Block Group 1,G5030,S,727050,39584,+41.3018807,-073.9054656
646,36,119,014400,2,361190144002,Block Group 2,G5030,S,750334,0,+41.2970029,-073.9129598
647,36,119,014400,3,361190144003,Block Group 3,G5030,S,1033292,4040,+41.2981421,-073.8980423
648,36,119,014500,1,361190145001,Block Group 1,G5030,S,313673,0,+41.2880037,-073.9135227
649,36,119,014500,2,361190145002,Block Group 2,G5030,S,1258298,12660,+41.2794896,-073.9144995
650,36,119,014500,3,361190145003,Block Group 3,G5030,S,565626,1988,+41.2838493,-073.9047342
651,36,119,014500,4,361190145004,Block Group 4,G5030,S,261174,0,+41.2886643,-073.9038436
652,36,119,014500,5,361190145005,Block Group 5,G5030,S,317867,0,+41.2917748,-073.9003550
653,36,119,014604,1,361190146041,Block Group 1,G5030,S,2294719,4572,+41.2457000,-073.9329087
654,36,119,014604,2,361190146042,Block Group 2,G5030,S,1591082,3955846,+41.2442109,-073.9490103
655,36,119,014604,3,361190146043,Block Group 3,G5030,S,1558511,149079,+41.2559808,-073.9594681
656,36,119,014605,1,361190146051,Block Group 1,G5030,S,986289,3837,+41.2373065,-073.9224389
657,36,119,014605,2,361190146052,Block Group 2,G5030,S,1832653,61624,+41.2290846,-073.8861590
658,36,119,014605,3,361190146053,Block Group 3,G5030,S,1161989,1475537,+41.2254295,-073.9227120
659,36,119,014606,1,361190146061,Block Group 1,G5030,S,10618025,127886,+41.2613738,-073.9022643
660,36,119,014606,2,361190146062,Block Group 2,G5030,S,4564285,133298,+41.2490046,-073.8967429
661,36,119,014606,3,361190146063,Block Group 3,G5030,S,10703714,1094018,+41.2525447,-073.8724042
662,36,119,014606,4,361190146064,Block Group 4,G5030,S,10823455,1075881,+41.2213513,-073.8605161
663,36,119,014607,1,361190146071,Block Group 1,G5030,S,2194708,17465,+41.2843677,-073.8931325
664,36,119,014607,2,361190146072,Block Group 2,G5030,S,3709923,33651,+41.2811923,-073.8743918
665,36,119,014607,3,361190146073,Block Group 3,G5030,S,2160806,8015,+41.2832586,-073.8617230
666,36,119,014701,1,361190147011,Block Group 1,G5030,S,14036689,1593231,+41.3115640,-073.9470201
667,36,119,014701,2,361190147012,Block Group 2,G5030,S,1875989,43508,+41.3258615,-073.8988976
668,36,119,014701,3,361190147013,Block Group 3,G5030,S,1779310,0,+41.3092389,-073.9052392
669,36,119,014701,4,361190147014,Block Group 4,G5030,S,2113450,0,+41.2982953,-073.8857820
670,36,119,014703,1,361190147031,Block Group 1,G5030,S,2689401,0,+41.3188132,-073.8712890
671,36,119,014703,2,361190147032,Block Group 2,G5030,S,1372683,0,+41.3291525,-073.8710742
672,36,119,014703,3,361190147033,Block Group 3,G5030,S,1239640,33605,+41.3073296,-073.8833601
673,36,119,014703,4,361190147034,Block Group 4,G5030,S,1645992,0,+41.3244066,-073.8871101
674,36,119,014704,1,361190147041,Block Group 1,G5030,S,4267147,85774,+41.3033025,-073.8737265
675,36,119,014805,1,361190148051,Block Group 1,G5030,S,6280014,51123,+41.2952646,-073.8399627
676,36,119,014805,2,361190148052,Block Group 2,G5030,S,31416986,4228786,+41.2346584,-073.8160358
677,36,119,014806,1,361190148061,Block Group 1,G5030,S,1979210,1105,+41.3253967,-073.8113242
678,36,119,014806,2,361190148062,Block Group 2,G5030,S,1818095,0,+41.3161830,-073.8205828
679,36,119,014806,3,361190148063,Block Group 3,G5030,S,1551207,0,+41.3038183,-073.8045842
680,36,119,014806,4,361190148064,Block Group 4,G5030,S,2084665,0,+41.3014911,-073.8155125
681,36,119,014806,5,361190148065,Block Group 5,G5030,S,2805779,156547,+41.3374097,-073.8008172
682,36,119,014808,1,361190148081,Block Group 1,G5030,S,1751571,18862,+41.2931558,-073.7782838
683,36,119,014808,2,361190148082,Block Group 2,G5030,S,7323628,622342,+41.2867445,-073.8004773
684,36,119,014809,1,361190148091,Block Group 1,G5030,S,1931396,8652,+41.2807611,-073.7721456
685,36,119,014809,2,361190148092,Block Group 2,G5030,S,808538,0,+41.2738035,-073.7859033
686,36,119,014809,3,361190148093,Block Group 3,G5030,S,7817564,308311,+41.2506676,-073.7984885
687,36,119,014809,4,361190148094,Block Group 4,G5030,S,8287734,641520,+41.2456262,-073.7776720
688,36,119,014810,1,361190148101,Block Group 1,G5030,S,1269239,15408,+41.3227653,-073.7947681
689,36,119,014810,2,361190148102,Block Group 2,G5030,S,435908,61,+41.3212684,-073.8017399
690,36,119,014811,1,361190148111,Block Group 1,G5030,S,1427320,0,+41.3091500,-073.7966276
691,36,119,014811,2,361190148112,Block Group 2,G5030,S,1308917,0,+41.3240552,-073.7873450
692,36,119,014811,3,361190148113,Block Group 3,G5030,S,1384162,74741,+41.3060913,-073.7872452
693,36,119,014811,4,361190148114,Block Group 4,G5030,S,1959141,0,+41.3219704,-073.7801458
694,36,119,014812,1,361190148121,Block Group 1,G5030,S,1536826,65053,+41.3354717,-073.8293315
695,36,119,014812,2,361190148122,Block Group 2,G5030,S,2550667,4099,+41.3136227,-073.8304985
696,36,119,014812,3,361190148123,Block Group 3,G5030,S,4037713,69346,+41.3130397,-073.8427105
697,36,119,014813,1,361190148131,Block Group 1,G5030,S,1573986,426411,+41.3117756,-073.8535709
698,36,119,014813,2,361190148132,Block Group 2,G5030,S,1865730,5053,+41.3298931,-073.8531618
699,36,119,014901,1,361190149011,Block Group 1,G5030,S,7871568,803307,+41.3212765,-073.6757287
700,36,119,014901,2,361190149012,Block Group 2,G5030,S,11084704,852595,+41.3010708,-073.7058603
701,36,119,014901,3,361190149013,Block Group 3,G5030,S,8437397,9437,+41.2918366,-073.7274107
702,36,119,014901,4,361190149014,Block Group 4,G5030,S,16395442,2179558,+41.2629427,-073.7332968
703,36,119,014903,1,361190149031,Block Group 1,G5030,S,3663411,39271,+41.3295643,-073.7065760
704,36,119,014903,2,361190149032,Block Group 2,G5030,S,2904468,43046,+41.3415659,-073.7087202
705,36,119,014907,1,361190149071,Block Group 1,G5030,S,2103044,89210,+41.3353208,-073.7266981
706,36,119,014907,2,361190149072,Block Group 2,G5030,S,4189019,112082,+41.3266214,-073.7342104
707,36,119,014907,3,361190149073,Block Group 3,G5030,S,1098489,6297,+41.3321123,-073.7439395
708,36,119,014908,1,361190149081,Block Group 1,G5030,S,5279577,2352145,+41.3037043,-073.7541728
709,36,119,014908,2,361190149082,Block Group 2,G5030,S,8956480,20364,+41.3211687,-073.7699399
710,36,119,014909,1,361190149091,Block Group 1,G5030,S,3874694,87266,+41.3454104,-073.6780745
711,36,119,014909,2,361190149092,Block Group 2,G5030,S,491078,40328,+41.3310738,-073.6912968
712,36,119,014909,3,361190149093,Block Group 3,G5030,S,563052,8522,+41.3381961,-073.6876971
713,36,119,015000,1,361190150001,Block Group 1,G5030,S,16768146,197797,+41.3416289,-073.6290005
714,36,119,015000,2,361190150002,Block Group 2,G5030,S,1343518,430876,+41.3573015,-073.5808414
715,36,119,015000,3,361190150003,Block Group 3,G5030,S,16332119,3260308,+41.3169227,-073.6410136
716,36,119,015000,4,361190150004,Block Group 4,G5030,S,20900820,177534,+41.3362858,-073.5614290
717,36,119,015100,1,361190151001,Block Group 1,G5030,S,568582,0,+40.9264669,-073.8173669
718,36,119,015100,2,361190151002,Block Group 2,G5030,S,724303,0,+40.9289936,-073.8256577
719,36,119,015100,3,361190151003,Block Group 3,G5030,S,281485,0,+40.9282351,-073.8317357
720,36,119,015100,4,361190151004,Block Group 4,G5030,S,739101,0,+40.9220338,-073.8127949
721,36,119,981000,1,361199810001,Block Group 1,G5030,S,4219128,0,+41.0843108,-073.8105178
722,36,119,982000,1,361199820001,Block Group 1,G5030,S,264916,0,+41.1513369,-073.8684937
723,36,119,983000,1,361199830001,Block Group 1,G5030,S,725070,0,+41.2418334,-073.6780148
724,36,119,984000,1,361199840001,Block Group 1,G5030,S,930438,1455946,+41.2329728,-073.9376072
725,36,119,985000,1,361199850001,Block Group 1,G5030,S,1872001,0,+41.0463609,-073.7001900
