County,PD,Year,Sworn Full Time,Sworn Part Time,Sworn Total,Civilian Full Time,Civilian Part Time,Civilian Total,Full Time Total,Part Time Total,Grand Total
Chenango,Norwich City PD,2009,19,0,19,1,1,2,20,1,21
Chenango,Norwich City PD,2010,20,0,20,1,4,5,21,4,25
Chenango,Norwich City PD,2011,19,0,19,0,3,3,19,3,22
Chenango,Norwich City PD,2012,19,0,19,0,4,4,19,4,23
Chenango,Norwich City PD,2013,19,0,19,0,4,4,19,4,23
Chenango,Norwich City PD,2014,20,0,20,0,2,2,20,2,22
Chenango,Norwich City PD,2015,20,0,20,0,1,1,20,1,21
Chenango,Norwich City PD,2016,20,0,20,0,1,1,20,1,21
Chenango,Norwich City PD,2017,17,0,17,0,1,1,17,1,18
Chenango,Norwich City PD,2018,19,0,19,0,1,1,19,1,20
Chenango,Norwich City PD,2019,14,0,14,0,1,1,14,1,15
Chenango,Norwich City PD,2020,20,0,20,0,1,1,20,1,21
Chenango,Norwich City PD,2021,20,0,20,1,1,2,21,1,22
Chenango,Norwich City PD,2022,21,0,21,0,2,2,21,2,23
Chenango,Norwich City PD,2023,21,0,21,1,0,1,22,0,22
Chenango,Oxford Vg PD,2007,1,4,5,0,0,0,1,4,5
Chenango,Oxford Vg PD,2008,1,5,6,0,0,0,1,5,6
Chenango,Oxford Vg PD,2009,1,2,3,0,0,0,1,2,3
Chenango,Oxford Vg PD,2010,1,5,6,0,0,0,1,5,6
Chenango,Oxford Vg PD,2011,1,5,6,0,0,0,1,5,6
Chenango,Oxford Vg PD,2012,1,5,6,0,0,0,1,5,6
Chenango,Oxford Vg PD,2013,1,5,6,0,0,0,1,5,6
Chenango,Oxford Vg PD,2014,1,5,6,0,0,0,1,5,6
Chenango,Oxford Vg PD,2015,1,7,8,0,1,1,1,8,9
Chenango,Oxford Vg PD,2018,3,4,7,0,0,0,3,4,7
Chenango,Oxford Vg PD,2019,3,3,6,0,0,0,3,3,6
Chenango,Oxford Vg PD,2020,2,2,4,0,1,1,2,3,5
Chenango,Oxford Vg PD,2021,2,2,4,0,1,1,2,3,5
Chenango,Oxford Vg PD,2022,2,2,4,0,1,1,2,3,5
Chenango,Oxford Vg PD,2023,2,2,4,0,0,0,2,2,4
Chenango,Sherburne Vg PD,2007,0,7,7,0,0,0,0,7,7
Chenango,Sherburne Vg PD,2008,0,7,7,0,0,0,0,7,7
Chenango,Sherburne Vg PD,2009,0,6,6,0,0,0,0,6,6
Chenango,Sherburne Vg PD,2010,0,7,7,0,1,1,0,8,8
Chenango,Sherburne Vg PD,2011,0,8,8,0,1,1,0,9,9
Chenango,Sherburne Vg PD,2012,0,7,7,0,1,1,0,8,8
Chenango,Sherburne Vg PD,2013,0,7,7,0,1,1,0,8,8
Chenango,Sherburne Vg PD,2014,0,7,7,0,0,0,0,7,7
Chenango,Sherburne Vg PD,2015,0,11,11,0,0,0,0,11,11
Chenango,Sherburne Vg PD,2016,0,10,10,0,0,0,0,10,10
Chenango,Sherburne Vg PD,2017,0,9,9,0,0,0,0,9,9
Chenango,Sherburne Vg PD,2018,0,9,9,0,0,0,0,9,9
Chenango,Sherburne Vg PD,2019,0,9,9,0,0,0,0,9,9
Chenango,Sherburne Vg PD,2020,0,7,7,0,0,0,0,7,7
Chenango,Sherburne Vg PD,2021,0,9,9,0,0,0,0,9,9
Chenango,Sherburne Vg PD,2022,0,9,9,0,0,0,0,9,9
Chenango,Sherburne Vg PD,2023,0,9,9,0,0,0,0,9,9
Clinton,Clinton County Sheriff,2007,20,2,22,0,2,2,20,4,24
Clinton,Clinton County Sheriff,2008,23,1,24,0,1,1,23,2,25
Clinton,Clinton County Sheriff,2009,23,1,24,0,3,3,23,4,27
Clinton,Clinton County Sheriff,2010,23,1,24,0,4,4,23,5,28
Clinton,Clinton County Sheriff,2011,23,1,24,0,4,4,23,5,28
Clinton,Clinton County Sheriff,2012,24,1,25,0,4,4,24,5,29
Clinton,Clinton County Sheriff,2013,24,1,25,0,5,5,24,6,30
Clinton,Clinton County Sheriff,2014,24,1,25,0,4,4,24,5,29
Clinton,Clinton County Sheriff,2015,25,5,30,0,2,2,25,7,32
Clinton,Clinton County Sheriff,2016,25,5,30,0,2,2,25,7,32
Clinton,Clinton County Sheriff,2017,26,6,32,13,16,29,39,22,61
Clinton,Clinton County Sheriff,2018,26,5,31,13,14,27,39,19,58
Clinton,Clinton County Sheriff,2019,26,9,35,13,11,24,39,20,59
Clinton,Clinton County Sheriff,2020,25,9,34,0,1,1,25,10,35
Clinton,Clinton County Sheriff,2021,27,8,35,7,0,7,34,8,42
Clinton,Clinton County Sheriff,2022,26,8,34,5,0,5,31,8,39
Clinton,Plattsburgh City PD,2007,48,0,48,6,0,6,54,0,54
Clinton,Plattsburgh City PD,2008,48,0,48,7,0,7,55,0,55
Clinton,Plattsburgh City PD,2009,46,0,46,6,0,6,52,0,52
Clinton,Plattsburgh City PD,2010,48,0,48,5,1,6,53,1,54
Clinton,Plattsburgh City PD,2011,49,0,49,6,2,8,55,2,57
Clinton,Plattsburgh City PD,2012,48,0,48,8,1,9,56,1,57
Clinton,Plattsburgh City PD,2013,48,0,48,8,0,8,56,0,56
Clinton,Plattsburgh City PD,2014,51,0,51,8,8,16,59,8,67
Clinton,Plattsburgh City PD,2015,51,0,51,7,6,13,58,6,64
Clinton,Plattsburgh City PD,2016,51,0,51,7,7,14,58,7,65
Clinton,Plattsburgh City PD,2017,47,0,47,7,7,14,54,7,61
Clinton,Plattsburgh City PD,2018,45,0,45,6,0,6,51,0,51
Clinton,Plattsburgh City PD,2019,45,2,47,6,7,13,51,9,60
Clinton,Plattsburgh City PD,2020,42,1,43,6,0,6,48,1,49
Clinton,Plattsburgh City PD,2021,47,7,54,6,0,6,53,7,60
Clinton,Plattsburgh City PD,2022,38,0,38,7,6,13,45,6,51
Clinton,Plattsburgh City PD,2023,41,2,43,7,8,15,48,10,58
Clinton,SUNY Police - Plattsburgh,2007,15,0,15,5,1,6,20,1,21
Clinton,SUNY Police - Plattsburgh,2008,14,0,14,6,4,10,20,4,24
Clinton,SUNY Police - Plattsburgh,2009,14,0,14,8,3,11,22,3,25
Clinton,SUNY Police - Plattsburgh,2010,13,0,13,7,3,10,20,3,23
Clinton,SUNY Police - Plattsburgh,2011,15,0,15,6,4,10,21,4,25
Clinton,SUNY Police - Plattsburgh,2012,14,0,14,5,4,9,19,4,23
Clinton,SUNY Police - Plattsburgh,2013,16,0,16,7,4,11,23,4,27
Clinton,SUNY Police - Plattsburgh,2014,16,0,16,5,3,8,21,3,24
Clinton,SUNY Police - Plattsburgh,2015,16,0,16,5,0,5,21,0,21
Clinton,SUNY Police - Plattsburgh,2016,15,0,15,4,1,5,19,1,20
Clinton,SUNY Police - Plattsburgh,2017,18,0,18,4,1,5,22,1,23
Clinton,SUNY Police - Plattsburgh,2018,15,0,15,5,1,6,20,1,21
Clinton,SUNY Police - Plattsburgh,2019,14,0,14,5,2,7,19,2,21
Clinton,SUNY Police - Plattsburgh,2020,15,0,15,4,2,6,19,2,21
Clinton,SUNY Police - Plattsburgh,2021,15,0,15,7,1,8,22,1,23
Clinton,SUNY Police - Plattsburgh,2022,15,0,15,7,1,8,22,1,23
Clinton,SUNY Police - Plattsburgh,2023,15,0,15,5,2,7,20,2,22
Columbia,Chatham Vg PD,2007,3,19,22,1,0,1,4,19,23
Columbia,Chatham Vg PD,2008,2,28,30,1,0,1,3,28,31
Columbia,Chatham Vg PD,2009,4,26,30,1,1,2,5,27,32
Columbia,Chatham Vg PD,2010,4,21,25,1,0,1,5,21,26
Columbia,Chatham Vg PD,2011,2,16,18,1,0,1,3,16,19
Columbia,Chatham Vg PD,2012,1,24,25,0,1,1,1,25,26
Columbia,Chatham Vg PD,2015,0,22,22,0,0,0,0,22,22
Columbia,Chatham Vg PD,2016,0,23,23,0,0,0,0,23,23
Columbia,Chatham Vg PD,2017,0,24,24,0,0,0,0,24,24
Columbia,Chatham Vg PD,2018,0,21,21,0,0,0,0,21,21
Columbia,Chatham Vg PD,2019,0,18,18,0,0,0,0,18,18
Columbia,Chatham Vg PD,2020,0,20,20,0,0,0,0,20,20
Columbia,Chatham Vg PD,2021,0,19,19,0,0,0,0,19,19
Columbia,Chatham Vg PD,2022,0,18,18,0,1,1,0,19,19
Columbia,Chatham Vg PD,2023,0,19,19,0,0,0,0,19,19
Columbia,Columbia County Sheriff,2007,43,44,87,11,10,21,54,54,108
Columbia,Columbia County Sheriff,2008,45,41,86,10,3,13,55,44,99
Columbia,Columbia County Sheriff,2009,47,39,86,10,10,20,57,49,106
Columbia,Columbia County Sheriff,2010,47,43,90,10,9,19,57,52,109
Columbia,Columbia County Sheriff,2011,47,43,90,10,10,20,57,53,110
Columbia,Columbia County Sheriff,2013,44,31,75,10,11,21,54,42,96
Columbia,Columbia County Sheriff,2014,47,27,74,10,8,18,57,35,92
Columbia,Columbia County Sheriff,2015,48,41,89,12,8,20,60,49,109
Columbia,Columbia County Sheriff,2016,52,29,81,15,4,19,67,33,100
Columbia,Columbia County Sheriff,2017,55,41,96,15,3,18,70,44,114
Columbia,Columbia County Sheriff,2018,57,37,94,14,5,19,71,42,113
Columbia,Columbia County Sheriff,2019,59,33,92,16,6,22,75,39,114
Columbia,Columbia County Sheriff,2020,59,31,90,14,5,19,73,36,109
Columbia,Columbia County Sheriff,2021,56,20,76,15,9,24,71,29,100
Columbia,Columbia County Sheriff,2022,50,17,67,16,9,25,66,26,92
Columbia,Columbia County Sheriff,2023,42,18,60,11,9,20,53,27,80
Columbia,Greenport Town PD,2007,0,11,11,0,1,1,0,12,12
Columbia,Greenport Town PD,2008,0,11,11,0,1,1,0,12,12
Columbia,Greenport Town PD,2009,0,13,13,0,1,1,0,14,14
Columbia,Greenport Town PD,2010,0,15,15,0,1,1,0,16,16
Columbia,Greenport Town PD,2011,0,17,17,0,1,1,0,18,18
Columbia,Greenport Town PD,2013,0,15,15,0,1,1,0,16,16
Columbia,Greenport Town PD,2014,1,13,14,0,1,1,1,14,15
Columbia,Greenport Town PD,2015,1,13,14,0,1,1,1,14,15
Columbia,Greenport Town PD,2016,0,15,15,0,1,1,0,16,16
Columbia,Greenport Town PD,2017,0,14,14,0,1,1,0,15,15
Columbia,Greenport Town PD,2018,0,11,11,0,3,3,0,14,14
Columbia,Greenport Town PD,2019,0,17,17,0,1,1,0,18,18
Columbia,Greenport Town PD,2020,0,17,17,0,1,1,0,18,18
Columbia,Greenport Town PD,2021,0,15,15,0,0,0,0,15,15
Columbia,Greenport Town PD,2022,0,8,8,0,0,0,0,8,8
Columbia,Greenport Town PD,2023,0,6,6,0,0,0,0,6,6
Columbia,Hudson City PD,2007,26,0,26,6,8,14,32,8,40
Columbia,Hudson City PD,2008,25,0,25,6,5,11,31,5,36
Columbia,Hudson City PD,2009,24,0,24,6,6,12,30,6,36
Columbia,Hudson City PD,2010,26,0,26,6,9,15,32,9,41
Columbia,Hudson City PD,2011,25,0,25,6,9,15,31,9,40
Columbia,Hudson City PD,2012,26,0,26,6,9,15,32,9,41
Columbia,Hudson City PD,2013,25,0,25,4,6,10,29,6,35
Columbia,Hudson City PD,2014,25,0,25,4,6,10,29,6,35
Columbia,Hudson City PD,2015,24,0,24,4,2,6,28,2,30
Columbia,Hudson City PD,2016,25,0,25,4,1,5,29,1,30
Columbia,Hudson City PD,2017,24,0,24,4,2,6,28,2,30
Columbia,Hudson City PD,2018,25,0,25,5,4,9,30,4,34
Columbia,Hudson City PD,2019,25,0,25,5,8,13,30,8,38
Columbia,Hudson City PD,2020,24,0,24,5,1,6,29,1,30
Columbia,Hudson City PD,2022,27,0,27,0,6,6,27,6,33
Columbia,Hudson City PD,2023,27,0,27,0,7,7,27,7,34
Columbia,Philmont Vg PD,2010,0,20,20,0,0,0,0,20,20
Columbia,Philmont Vg PD,2011,0,21,21,0,0,0,0,21,21
Columbia,Philmont Vg PD,2013,0,17,17,0,0,0,0,17,17
Columbia,Philmont Vg PD,2014,0,16,16,0,0,0,0,16,16
Columbia,Philmont Vg PD,2015,0,18,18,0,0,0,0,18,18
Columbia,Philmont Vg PD,2016,0,18,18,0,0,0,0,18,18
Columbia,Philmont Vg PD,2017,0,16,16,0,0,0,0,16,16
Columbia,Philmont Vg PD,2018,0,13,13,0,0,0,0,13,13
Columbia,Philmont Vg PD,2019,0,13,13,0,0,0,0,13,13
Columbia,Philmont Vg PD,2020,0,13,13,0,0,0,0,13,13
Columbia,Philmont Vg PD,2021,0,11,11,0,0,0,0,11,11
Columbia,Philmont Vg PD,2022,0,8,8,0,0,0,0,8,8
Columbia,Philmont Vg PD,2023,0,8,8,0,0,0,0,8,8
Columbia,Stockport Town PD,2007,0,5,5,0,0,0,0,5,5
Columbia,Stockport Town PD,2008,0,5,5,0,0,0,0,5,5
Columbia,Stockport Town PD,2009,0,5,5,0,0,0,0,5,5
Columbia,Stockport Town PD,2010,0,5,5,0,0,0,0,5,5
Columbia,Stockport Town PD,2011,0,6,6,0,0,0,0,6,6
Columbia,Stockport Town PD,2012,0,6,6,0,0,0,0,6,6
Columbia,Stockport Town PD,2013,0,6,6,0,0,0,0,6,6
Columbia,Stockport Town PD,2015,0,4,4,0,0,0,0,4,4
Columbia,Stockport Town PD,2016,0,7,7,0,0,0,0,7,7
Columbia,Stockport Town PD,2017,0,6,6,0,0,0,0,6,6
Columbia,Stockport Town PD,2018,0,5,5,0,0,0,0,5,5
Columbia,Stockport Town PD,2023,0,9,9,0,0,0,0,9,9
Cortland,Cortland City PD,2007,43,0,43,3,23,26,46,23,69
Cortland,Cortland City PD,2008,43,0,43,3,27,30,46,27,73
Cortland,Cortland City PD,2009,43,0,43,3,27,30,46,27,73
Cortland,Cortland City PD,2010,42,0,42,3,27,30,45,27,72
Cortland,Cortland City PD,2011,42,0,42,3,22,25,45,22,67
Cortland,Cortland City PD,2012,42,0,42,3,22,25,45,22,67
Cortland,Cortland City PD,2013,43,0,43,3,22,25,46,22,68
Cortland,Cortland City PD,2014,42,0,42,3,22,25,45,22,67
Cortland,Cortland City PD,2015,43,0,43,3,21,24,46,21,67
Cortland,Cortland City PD,2016,43,0,43,3,20,23,46,20,66
Cortland,Cortland City PD,2017,44,0,44,3,20,23,47,20,67
Cortland,Cortland City PD,2018,43,0,43,3,21,24,46,21,67
Cortland,Cortland City PD,2019,42,0,42,3,18,21,45,18,63
Cortland,Cortland City PD,2020,44,0,44,2,17,19,46,17,63
Cortland,Cortland City PD,2022,41,1,42,2,0,2,43,1,44
Cortland,Cortland City PD,2023,41,1,42,2,0,2,43,1,44
Cortland,Cortland County Sheriff,2007,33,10,43,21,4,25,54,14,68
Cortland,Cortland County Sheriff,2008,33,10,43,19,4,23,52,14,66
Cortland,Cortland County Sheriff,2009,32,6,38,22,3,25,54,9,63
Cortland,Cortland County Sheriff,2010,33,5,38,19,2,21,52,7,59
Cortland,Cortland County Sheriff,2011,33,5,38,19,0,19,52,5,57
Cortland,Cortland County Sheriff,2012,33,8,41,17,2,19,50,10,60
Cortland,Cortland County Sheriff,2013,34,9,43,3,0,3,37,9,46
Cortland,Cortland County Sheriff,2014,35,9,44,4,0,4,39,9,48
Cortland,Cortland County Sheriff,2015,33,7,40,4,0,4,37,7,44
Cortland,Cortland County Sheriff,2016,36,7,43,5,0,5,41,7,48
Cortland,Cortland County Sheriff,2017,38,11,49,3,0,3,41,11,52
Cortland,Cortland County Sheriff,2018,39,9,48,3,0,3,42,9,51
Cortland,Cortland County Sheriff,2019,33,11,44,3,0,3,36,11,47
Cortland,Cortland County Sheriff,2020,39,13,52,3,0,3,42,13,55
Cortland,Cortland County Sheriff,2021,38,8,46,1,0,1,39,8,47
Cortland,Cortland County Sheriff,2022,36,8,44,3,0,3,39,8,47
Cortland,Cortland County Sheriff,2023,34,12,46,3,0,3,37,12,49
Cortland,Homer Vg PD,2010,4,10,14,0,1,1,4,11,15
Cortland,Homer Vg PD,2011,4,8,12,0,6,6,4,14,18
Cortland,Homer Vg PD,2012,4,7,11,0,5,5,4,12,16
Cortland,Homer Vg PD,2013,5,7,12,0,6,6,5,13,18
Cortland,Homer Vg PD,2014,5,7,12,1,4,5,6,11,17
Cortland,Homer Vg PD,2015,5,7,12,1,0,1,6,7,13
Cortland,Homer Vg PD,2016,5,7,12,1,0,1,6,7,13
Cortland,Homer Vg PD,2017,5,8,13,1,0,1,6,8,14
Cortland,Homer Vg PD,2018,5,13,18,1,0,1,6,13,19
Cortland,Homer Vg PD,2019,4,16,20,1,0,1,5,16,21
Cortland,Homer Vg PD,2020,4,15,19,1,0,1,5,15,20
Cortland,Homer Vg PD,2021,5,20,25,1,0,1,6,20,26
Cortland,Homer Vg PD,2022,5,17,22,1,5,6,6,22,28
Cortland,Homer Vg PD,2023,5,18,23,0,4,4,5,22,27
Cortland,SUNY Police - Cortland,2007,19,0,19,4,3,7,23,3,26
Cortland,SUNY Police - Cortland,2008,19,0,19,6,3,9,25,3,28
Cortland,SUNY Police - Cortland,2009,19,0,19,5,3,8,24,3,27
Cortland,SUNY Police - Cortland,2010,17,0,17,5,3,8,22,3,25
Cortland,SUNY Police - Cortland,2011,19,0,19,6,1,7,25,1,26
Cortland,SUNY Police - Cortland,2012,18,0,18,6,1,7,24,1,25
Cortland,SUNY Police - Cortland,2013,19,0,19,6,1,7,25,1,26
Cortland,SUNY Police - Cortland,2014,19,0,19,6,1,7,25,1,26
Cortland,SUNY Police - Cortland,2015,19,0,19,6,1,7,25,1,26
Cortland,SUNY Police - Cortland,2016,18,0,18,6,1,7,24,1,25
Cortland,SUNY Police - Cortland,2017,18,0,18,6,1,7,24,1,25
Cortland,SUNY Police - Cortland,2018,19,0,19,7,1,8,26,1,27
Cortland,SUNY Police - Cortland,2019,21,0,21,9,1,10,30,1,31
Cortland,SUNY Police - Cortland,2020,19,0,19,8,1,9,27,1,28
Cortland,SUNY Police - Cortland,2021,19,0,19,8,0,8,27,0,27
Cortland,SUNY Police - Cortland,2022,16,0,16,8,1,9,24,1,25
Cortland,SUNY Police - Cortland,2023,16,0,16,6,2,8,22,2,24
Delaware,Colchester Town PD,2007,2,2,4,0,0,0,2,2,4
Delaware,Colchester Town PD,2008,2,0,2,0,0,0,2,0,2
Delaware,Colchester Town PD,2009,2,0,2,0,0,0,2,0,2
Delaware,Colchester Town PD,2010,2,0,2,0,0,0,2,0,2
Delaware,Colchester Town PD,2011,2,0,2,0,0,0,2,0,2
Delaware,Colchester Town PD,2012,2,0,2,0,0,0,2,0,2
Delaware,Colchester Town PD,2013,0,8,8,0,0,0,0,8,8
Delaware,Colchester Town PD,2014,0,7,7,0,0,0,0,7,7
Delaware,Colchester Town PD,2015,1,9,10,0,1,1,1,10,11
Delaware,Colchester Town PD,2016,1,7,8,0,1,1,1,8,9
Delaware,Colchester Town PD,2017,1,5,6,0,1,1,1,6,7
Delaware,Colchester Town PD,2018,2,5,7,0,1,1,2,6,8
Delaware,Colchester Town PD,2019,2,6,8,0,1,1,2,7,9
Delaware,Colchester Town PD,2020,2,6,8,0,0,0,2,6,8
Delaware,Colchester Town PD,2021,2,5,7,0,1,1,2,6,8
Delaware,Colchester Town PD,2022,2,3,5,0,1,1,2,4,6
Delaware,Colchester Town PD,2023,2,4,6,0,0,0,2,4,6
Delaware,Delaware County Sheriff,2007,15,13,28,12,10,22,27,23,50
Delaware,Delaware County Sheriff,2008,13,13,26,14,11,25,27,24,51
Delaware,Delaware County Sheriff,2009,13,9,22,11,6,17,24,15,39
Delaware,Delaware County Sheriff,2010,16,10,26,11,5,16,27,15,42
Delaware,Delaware County Sheriff,2011,17,10,27,11,7,18,28,17,45
Delaware,Delaware County Sheriff,2012,16,11,27,8,4,12,24,15,39
Delaware,Delaware County Sheriff,2013,17,6,23,13,14,27,30,20,50
Delaware,Delaware County Sheriff,2014,15,6,21,8,8,16,23,14,37
Delaware,Delaware County Sheriff,2015,16,8,24,7,7,14,23,15,38
Delaware,Delaware County Sheriff,2016,16,5,21,8,6,14,24,11,35
Delaware,Delaware County Sheriff,2017,15,7,22,8,8,16,23,15,38
Delaware,Delaware County Sheriff,2018,17,4,21,6,4,10,23,8,31
Delaware,Delaware County Sheriff,2019,18,4,22,4,4,8,22,8,30
Delaware,Delaware County Sheriff,2020,18,3,21,6,3,9,24,6,30
Delaware,Delaware County Sheriff,2021,19,4,23,6,3,9,25,7,32
Delaware,Delaware County Sheriff,2022,18,3,21,7,3,10,25,6,31
Delaware,Delaware County Sheriff,2023,20,4,24,7,3,10,27,7,34
Delaware,Delhi Vg PD,2007,4,8,12,0,1,1,4,9,13
Delaware,Delhi Vg PD,2008,5,7,12,0,0,0,5,7,12
Delaware,Delhi Vg PD,2009,4,7,11,0,1,1,4,8,12
Delaware,Delhi Vg PD,2010,4,6,10,0,1,1,4,7,11
Delaware,Delhi Vg PD,2011,4,6,10,0,1,1,4,7,11
Delaware,Delhi Vg PD,2012,4,10,14,0,0,0,4,10,14
Delaware,Delhi Vg PD,2013,5,9,14,0,0,0,5,9,14
Delaware,Delhi Vg PD,2014,4,9,13,0,0,0,4,9,13
Delaware,Delhi Vg PD,2015,4,8,12,0,0,0,4,8,12
Delaware,Delhi Vg PD,2016,4,9,13,0,0,0,4,9,13
Delaware,Delhi Vg PD,2017,4,9,13,0,0,0,4,9,13
Delaware,Delhi Vg PD,2018,4,10,14,0,0,0,4,10,14
Delaware,Delhi Vg PD,2019,5,12,17,0,0,0,5,12,17
Delaware,Delhi Vg PD,2020,5,13,18,0,0,0,5,13,18
Delaware,Delhi Vg PD,2021,5,15,20,0,0,0,5,15,20
Delaware,Delhi Vg PD,2022,5,14,19,0,1,1,5,15,20
Delaware,Delhi Vg PD,2023,5,13,18,0,1,1,5,14,19
Delaware,Hancock Vg PD,2007,0,5,5,0,2,2,0,7,7
Delaware,Hancock Vg PD,2008,0,5,5,0,3,3,0,8,8
Delaware,Hancock Vg PD,2009,0,7,7,0,3,3,0,10,10
Delaware,Hancock Vg PD,2010,0,7,7,0,3,3,0,10,10
Delaware,Hancock Vg PD,2011,0,7,7,0,4,4,0,11,11
Delaware,Hancock Vg PD,2012,0,4,4,0,4,4,0,8,8
Delaware,Hancock Vg PD,2013,0,8,8,0,0,0,0,8,8
Delaware,Hancock Vg PD,2014,2,7,9,0,0,0,2,7,9
Delaware,Hancock Vg PD,2015,2,7,9,0,0,0,2,7,9
Delaware,Hancock Vg PD,2016,2,7,9,0,0,0,2,7,9
Delaware,Hancock Vg PD,2017,2,8,10,0,0,0,2,8,10
Delaware,Hancock Vg PD,2022,1,5,6,0,0,0,1,5,6
Delaware,Hancock Vg PD,2023,1,8,9,0,0,0,1,8,9
Delaware,Sidney Vg PD,2007,8,0,8,0,0,0,8,0,8
Delaware,Sidney Vg PD,2008,9,0,9,0,0,0,9,0,9
Delaware,Sidney Vg PD,2009,8,0,8,0,0,0,8,0,8
Delaware,Sidney Vg PD,2010,8,0,8,0,0,0,8,0,8
Delaware,Sidney Vg PD,2011,8,0,8,0,0,0,8,0,8
Delaware,Sidney Vg PD,2012,8,0,8,0,0,0,8,0,8
Delaware,Sidney Vg PD,2013,8,0,8,0,0,0,8,0,8
Delaware,Sidney Vg PD,2014,8,0,8,0,1,1,8,1,9
Delaware,Sidney Vg PD,2015,8,0,8,0,1,1,8,1,9
Delaware,Sidney Vg PD,2016,7,0,7,1,0,1,8,0,8
Delaware,Sidney Vg PD,2017,7,0,7,1,0,1,8,0,8
Delaware,Sidney Vg PD,2018,8,0,8,0,1,1,8,1,9
Delaware,Sidney Vg PD,2019,8,1,9,0,0,0,8,1,9
Delaware,Sidney Vg PD,2020,8,1,9,0,0,0,8,1,9
Delaware,Sidney Vg PD,2021,8,0,8,0,1,1,8,1,9
Delaware,Sidney Vg PD,2022,8,0,8,0,1,1,8,1,9
Delaware,Sidney Vg PD,2023,8,0,8,0,1,1,8,1,9
Delaware,SUNY Police - Delhi,2009,11,0,11,3,4,7,14,4,18
Delaware,SUNY Police - Delhi,2010,11,0,11,2,2,4,13,2,15
Delaware,SUNY Police - Delhi,2011,10,0,10,2,2,4,12,2,14
Delaware,SUNY Police - Delhi,2012,11,0,11,2,2,4,13,2,15
Delaware,SUNY Police - Delhi,2013,11,0,11,3,1,4,14,1,15
Delaware,SUNY Police - Delhi,2014,11,0,11,3,1,4,14,1,15
Delaware,SUNY Police - Delhi,2015,10,0,10,2,2,4,12,2,14
Delaware,SUNY Police - Delhi,2016,11,0,11,2,2,4,13,2,15
Delaware,SUNY Police - Delhi,2017,9,0,9,4,1,5,13,1,14
Delaware,SUNY Police - Delhi,2018,12,0,12,3,1,4,15,1,16
Delaware,SUNY Police - Delhi,2019,12,0,12,2,1,3,14,1,15
Delaware,SUNY Police - Delhi,2020,12,0,12,4,1,5,16,1,17
Delaware,SUNY Police - Delhi,2021,12,0,12,4,0,4,16,0,16
Delaware,SUNY Police - Delhi,2022,12,0,12,4,0,4,16,0,16
Delaware,SUNY Police - Delhi,2023,11,0,11,5,0,5,16,0,16
Delaware,Walton Vg PD,2007,6,5,11,1,0,1,7,5,12
Delaware,Walton Vg PD,2008,6,4,10,1,0,1,7,4,11
Delaware,Walton Vg PD,2009,6,7,13,1,0,1,7,7,14
Delaware,Walton Vg PD,2010,6,9,15,1,0,1,7,9,16
Delaware,Walton Vg PD,2011,5,7,12,1,0,1,6,7,13
Delaware,Walton Vg PD,2012,4,11,15,1,0,1,5,11,16
Delaware,Walton Vg PD,2013,4,12,16,1,0,1,5,12,17
Delaware,Walton Vg PD,2014,4,13,17,0,1,1,4,14,18
Delaware,Walton Vg PD,2015,4,15,19,0,1,1,4,16,20
Delaware,Walton Vg PD,2016,5,14,19,0,1,1,5,15,20
Delaware,Walton Vg PD,2017,4,13,17,0,1,1,4,14,18
Delaware,Walton Vg PD,2018,5,13,18,0,1,1,5,14,19
Delaware,Walton Vg PD,2019,5,13,18,0,1,1,5,14,19
Delaware,Walton Vg PD,2021,5,15,20,0,1,1,5,16,21
Dutchess,Beacon City PD,2007,34,0,34,2,8,10,36,8,44
Dutchess,Beacon City PD,2008,35,0,35,2,0,2,37,0,37
Dutchess,Beacon City PD,2009,35,0,35,2,0,2,37,0,37
Dutchess,Beacon City PD,2010,35,0,35,2,0,2,37,0,37
Dutchess,Beacon City PD,2011,31,0,31,2,0,2,33,0,33
Dutchess,Beacon City PD,2012,31,0,31,3,0,3,34,0,34
Dutchess,Beacon City PD,2013,29,0,29,2,0,2,31,0,31
Dutchess,Beacon City PD,2014,31,0,31,2,0,2,33,0,33
Dutchess,Beacon City PD,2015,34,0,34,2,0,2,36,0,36
Dutchess,Beacon City PD,2016,34,0,34,2,1,3,36,1,37
Dutchess,Beacon City PD,2017,35,0,35,2,2,4,37,2,39
Dutchess,Beacon City PD,2018,34,0,34,2,1,3,36,1,37
Dutchess,Beacon City PD,2019,35,0,35,2,2,4,37,2,39
Dutchess,Beacon City PD,2020,33,0,33,3,0,3,36,0,36
Dutchess,Beacon City PD,2021,31,0,31,3,0,3,34,0,34
Dutchess,Beacon City PD,2022,32,0,32,4,0,4,36,0,36
Dutchess,Beacon City PD,2023,32,0,32,4,1,5,36,1,37
Dutchess,Dutchess County Sheriff,2007,112,35,147,23,1,24,135,36,171
Dutchess,Dutchess County Sheriff,2008,110,44,154,21,0,21,131,44,175
Dutchess,Dutchess County Sheriff,2009,107,48,155,33,2,35,140,50,190
Dutchess,Dutchess County Sheriff,2010,105,62,167,33,1,34,138,63,201
Dutchess,Dutchess County Sheriff,2011,105,32,137,33,0,33,138,32,170
Dutchess,Dutchess County Sheriff,2012,95,43,138,33,1,34,128,44,172
Dutchess,Dutchess County Sheriff,2013,98,47,145,30,0,30,128,47,175
Dutchess,Dutchess County Sheriff,2014,104,38,142,23,0,23,127,38,165
